d = 49.729267, x= 323, y= 224
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.802877, x= 319, y= 198
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.802877, x= 319, y= 198
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 27.018513, x= 319, y= 197
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 27.018513, x= 319, y= 197
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 25.495098, x= 319, y= 195
d = 26.248810, x= 319, y= 196
d = 26.248810, x= 319, y= 196
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 24.758837, x= 319, y= 194
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 25.495098, x= 319, y= 195
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.758837, x= 319, y= 194
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 23.345236, x= 319, y= 192
d = 24.041630, x= 319, y= 193
d = 24.041630, x= 319, y= 193
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 24.083189, x= 318, y= 192
d = 23.345236, x= 319, y= 192
d = 23.345236, x= 319, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.083189, x= 318, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.083189, x= 318, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 24.839485, x= 317, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 26.400757, x= 315, y= 192
d = 25.612497, x= 316, y= 192
d = 25.612497, x= 316, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 27.202942, x= 314, y= 192
d = 26.400757, x= 315, y= 192
d = 26.400757, x= 315, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 28.017851, x= 313, y= 192
d = 27.202942, x= 314, y= 192
d = 27.202942, x= 314, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.017851, x= 313, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 29.681644, x= 311, y= 192
d = 28.844410, x= 312, y= 192
d = 28.844410, x= 312, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 29.681644, x= 311, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 29.681644, x= 311, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
d = 30.528675, x= 310, y= 192
